Person_id,Probability_Unemployed
Id_a4b308etct,0.09
Id_qg1hnk0jh9,0.05
Id_lpmhv9d5d1,0.04
Id_422tq7oddx,0.28
Id_kd9p7yir6y,0.24
Id_qfgs61fpzw,0.84
Id_m1tmygaylx,0.05
Id_f8iw4otgov,0.11
Id_npm5q5nceu,0.44
Id_w6lxqmo0gu,0.44
Id_x5iqeru1x8,0.01
Id_czubwoj7ev,0.59
Id_p0u1ilaznb,0.35
Id_hxf43uzsle,0.22
Id_j3l7bpah5s,0.22
Id_cj5zwtd6zu,0.17
Id_m5tg7zu2oj,0.26
Id_eybo8quh4q,0.97
Id_6f76h9b2wa,0.9
Id_f5jgdqn5c2,0.25
Id_d5fz41i924,0.51
Id_eccqcvvblc,0.05
Id_8psqr36y02,0.48
Id_tk9gdtvbjk,0.13
Id_ryqyq8cjow,0.89
Id_v9pywdes69,0.32
Id_hyr36290f9,0.37
Id_1xbftlpdhl,0.07
Id_zxy18w1i78,0.11
Id_pq9nq2lh61,0.03
Id_2pxo6vqrhh,0.6
Id_xoidbttxgu,0.95
Id_39y1s17yu8,0.38
Id_j4z5gcn38a,0.11
Id_dgt0f8g6v9,0.2
Id_x0l8xb11wn,0.1
Id_ehy93j2yll,0.38
Id_g9uo4tisls,0.0
Id_w1is0lprul,0.2
Id_7lj1tjq1qk,0.1
Id_dfrgdn3df8,0.25
Id_m3wfylfmze,0.1
Id_ajoqcrxqll,0.07
Id_fudnd5pxp4,0.02
Id_ukeq77l5j3,0.52
Id_d1d9bx35xv,0.02
Id_yk55thl7ss,0.0
Id_5skyiudw00,0.69
Id_5g56ygxijd,0.05
Id_vaf4522t6l,0.03
Id_d4hwtrcf9y,0.94
Id_r4wl346vyh,0.08
Id_m7kpxmimht,0.05
Id_0k0elxbf2q,0.62
Id_sdvnioe4di,0.08
Id_vrzsyxyppr,0.49
Id_vgi4nzdmw6,0.07
Id_tisuzjbvem,0.04
Id_itotco83ch,0.0
Id_ac2rnqxi02,0.01
Id_3ph56e28f7,0.02
Id_pmgaqihqu2,0.21
Id_vyxgfiuwgx,0.13
Id_gfr71u4frc,0.41
Id_bpa5n8e8du,0.75
Id_sxrcaq8e7j,0.04
Id_p6hyhxyjgu,0.02
Id_28l8ftnv6n,0.06
Id_7l1xhhhuxo,0.49
Id_85ymdirg05,0.05
Id_3y6fo5wdfn,0.25
Id_2huhneam6k,0.32
Id_oqw1u49nlv,0.02
Id_oigbk11pvo,0.18
Id_7yjooi5p7k,0.1
Id_v0pui7hslo,0.49
Id_2rca0nunlo,0.13
Id_ddt54xuc20,0.01
Id_18a40506ko,0.29
Id_t5ujpo0isy,0.04
Id_yakqrme1je,0.29
Id_3q4y21ciis,0.13
Id_9dczebw4q8,0.15
Id_wwrkqix53m,0.09
Id_6xwhl6stg5,0.09
Id_ze86clhl8i,0.27
Id_eidkgfmnms,0.07
Id_ybmmyl9b2v,0.6
Id_3ltlzi20th,0.08
Id_gf1rbol0lr,0.03
Id_912tii1shu,0.76
Id_swgy10t1q3,0.05
Id_weipxgsg6e,0.16
Id_iyn6n465o5,0.25
Id_68thyri47a,0.07
Id_f6nxtd2zs9,0.52
Id_fb2jnkslsl,0.03
Id_xqvxr3k342,0.41
Id_esjmypg3bn,0.21
Id_3yg0tc6v9w,0.92
Id_du9euwc63f,0.53
Id_faga8imfg5,0.02
Id_6wvvy2qvsy,0.1
Id_y9tcgpjgkw,0.31
Id_0zja78viwr,0.11
Id_35me5s5yvf,0.23
Id_ix175ensij,0.31
Id_n2zxmu7ra1,0.42
Id_m8suo0zmki,0.01
Id_wy2oxw7n6r,0.02
Id_kuj2kag90c,0.27
Id_td396iyygk,0.08
Id_ucb53zt9tj,0.04
Id_4hdsmg90hl,0.11
Id_t69ym4q6dm,0.0
Id_njapvhm019,0.03
Id_snuijc58w2,0.03
Id_txcj5rqwbq,0.02
Id_p1fjjzl2x8,0.86
Id_0dn7l3h91p,0.27
Id_hzvstpxonl,0.04
Id_rqokia7fqo,0.13
Id_0ebo4xyc83,0.96
Id_dua60u5h9k,0.93
Id_q14lcr5y5l,0.1
Id_1o0nts3955,0.05
Id_54jht37a9a,0.04
Id_pj4qgzfxma,0.03
Id_x0lwfw7omd,0.14
Id_aregt409q5,0.01
Id_yqc16lvj7q,0.03
Id_bya9lkmylx,0.01
Id_l6jdqtgddq,0.38
Id_ddt6pfv1hm,0.01
Id_w4i6jq2b9o,0.03
Id_9qfh2hulaw,0.48
Id_ik4z1c052r,0.2
Id_6p2rblsbkj,0.05
Id_fs45ca34dz,0.44
Id_z240vn4lrr,0.13
Id_orl6nt19yk,0.09
Id_yt6b754k6l,0.4
Id_ja431y5ldo,0.15
Id_nfqptndvg7,0.21
Id_wohsfy1vk0,0.14
Id_0wan1z7ylr,0.01
Id_ji7rhas44s,0.5
Id_3mkmnsmjsx,0.0
Id_23xbq86rmi,0.01
Id_tfw9caz6hw,0.29
Id_7wuxjjf6jz,0.0
Id_9nllh07a45,0.3
Id_o379zlajhg,0.01
Id_51bp7sl39b,0.24
Id_6sjnt9ewkf,0.94
Id_90g4n8so17,0.15
Id_32zf56l9ce,0.72
Id_lpzyo9wovz,0.93
Id_zsurfh92rx,0.16
Id_z1f2ofu2m7,0.11
Id_wggs2pd689,0.43
Id_12pix46sq5,0.03
Id_d6dzxett5v,0.58
Id_uibpdvcxxw,0.04
Id_xcaf3403r3,0.22
Id_0qkp6qkbo9,0.21
Id_so426trxo8,0.05
Id_u611py2ky6,0.01
Id_tk8ffyupvu,0.13
Id_n1d582upwu,0.18
Id_0h4wjg60gi,0.08
Id_80yx5alq3y,0.25
Id_czvt7bf7ki,0.05
Id_kwctpclm9t,0.5
Id_48zj3eol10,0.04
Id_l779nt9yjb,0.54
Id_3ugtpl2q57,0.11
Id_eg3epayu42,0.85
Id_ifrw8syp5g,0.32
Id_kujzry3zci,0.04
Id_6imbemuog9,0.15
Id_o0a66e9rg5,0.61
Id_c7kurdpczj,0.97
Id_n7tjndhbru,0.71
Id_2269pxi40v,0.48
Id_btgny8lytz,0.08
Id_kf192e9qp8,0.03
Id_ul2v3z8uh0,0.05
Id_wt3eblrwki,0.37
Id_h21k8bi3rd,0.06
Id_mbkyac0b38,0.6
Id_skaa0uor5e,0.17
Id_4253yprz3t,0.03
Id_yh6zgz0ozn,0.64
Id_huqwsqixpf,0.81
Id_blaa7rao4e,0.24
Id_pgi4wiieae,0.33
Id_ltketfcwx8,0.18
Id_hdqud85267,0.09
Id_mbkuq5r0tj,0.05
Id_kts979c6d3,0.35
Id_w4evnjwo1b,0.06
Id_65lz8d775l,0.13
Id_oekrongesz,0.14
Id_7q1qgcg1z2,0.36
Id_9itt0mvut2,0.11
Id_aw2m1l9pl3,0.02
Id_tp130oylun,0.05
Id_vu0go4qig8,0.18
Id_3p2we0xrhp,0.82
Id_a87t2vzq79,0.08
Id_usy9mr0vda,0.49
Id_0i3gib3ccr,0.0
Id_obcqaeuu2h,0.52
Id_oylsv0e008,0.11
Id_otsrdmmvex,0.87
Id_hct3htn53j,0.08
Id_bww7r8u7fz,0.06
Id_stg8se4gth,0.04
Id_2hj9e5d4df,0.13
Id_5953c2fph5,0.96
Id_vhj0rr0pf3,0.89
Id_5ujqt60emb,0.4
Id_vqqf2oglsl,0.1
Id_74m6uo00zo,0.02
Id_q8bp71i0cx,0.1
Id_qtob5v3gg5,0.07
Id_u34a6v0xe4,0.2
Id_dyxhkjt62k,0.09
Id_gq2yp028hm,0.29
Id_vkovnl2bor,0.01
Id_716j65p14t,0.52
Id_znwp5oxeuj,0.24
Id_wzingkkiyy,0.08
Id_lg0oidihkb,0.87
Id_wyftha2yzm,0.02
Id_qelisjmvu7,0.09
Id_mxz5t2f6s2,0.22
Id_qvahu4fhl2,0.02
Id_7pvavmi8nj,0.05
Id_h44mik7o77,0.05
Id_weqxxjsxlp,0.28
Id_xwrdohgwwb,0.7
Id_ue7i5njaj5,0.07
Id_j5cytxk3fd,0.02
Id_hc1dkq1ull,0.35
Id_p58fra4ibh,0.47
Id_rn6k0x8gmm,0.58
Id_gz00pekb5w,0.62
Id_hif7jaoik7,0.07
Id_j0wtahm9rq,0.12
Id_qgfy4fz54l,0.01
Id_hcr6kog2wz,0.25
Id_pfrxx17160,0.19
Id_b9sapq7j2q,0.01
Id_cixet4eqi7,0.05
Id_b90o4ez0z4,0.01
Id_0dvymsm4j7,0.1
Id_lx7nws3o9q,0.44
Id_tdzspuyh38,0.19
Id_bsw59bkm6d,0.26
Id_2sba7x3j8l,0.55
Id_6rgcbx1ckw,0.11
Id_t5z0yd2mzp,0.0
Id_5ibig32cv0,0.32
Id_0ep1wdjasa,0.11
Id_e52lzlle5k,0.13
Id_emkugrtqlc,0.05
Id_h4ited8c70,0.04
Id_6eew450lnh,0.23
Id_689obromvr,0.31
Id_vp5x8v01p2,0.46
Id_f48v2b18z7,0.03
Id_96s31b2x09,0.44
Id_mq2wtuondl,0.96
Id_bcx5rz5dw7,0.06
Id_hzly0pe4t3,0.26
Id_3as9l7qps0,0.19
Id_5w39l1m4db,0.55
Id_b4v78yjpr8,0.11
Id_hndnxrot6d,0.24
Id_1umqo2101t,0.04
Id_fbmisaw589,0.26
Id_fepr7c7ald,0.03
Id_1nponls3y6,0.01
Id_e3pelntdie,0.53
Id_opb265ilvi,0.31
Id_r92o07c9vt,0.06
Id_vs9y91wm85,0.11
Id_mdqg1y14jp,0.52
Id_o8q09fzis3,0.13
Id_fbiq5gpnkm,0.24
Id_jjk5kuiv3u,0.52
Id_eyuxuig212,0.2
Id_oqyrtj9gkf,0.04
Id_htp5g3tofn,0.02
Id_2zmysqu0kp,0.01
Id_6ztxctvwpr,0.28
Id_tqhd7uflt3,0.02
Id_2nr45wi83i,0.09
Id_cxj020r8m7,0.05
Id_5ykc8d8s7s,0.11
Id_a3vl6imzwh,0.4
Id_q3xmaej69o,0.51
Id_yq29s7kv0a,0.46
Id_bxwsuykart,0.23
Id_btl3itfcb2,0.21
Id_e2fcrgr3hm,0.05
Id_ca4gj08n5x,0.23
Id_r3yeca1ygp,0.04
Id_5rjtlvgmn7,0.01
Id_q0pnvprodq,0.06
Id_5xtx6p8hre,0.5
Id_wdfrg0sc7k,0.05
Id_96t2an4t26,0.22
Id_dy312u2pkk,0.13
Id_rcvk8o4o2s,0.01
Id_n91k3moodo,0.35
Id_fta3hilj4i,0.13
Id_hr7vquzbji,0.81
Id_l7wla4sc3u,0.27
Id_asksbt1luk,0.15
Id_4aek7b2vq6,0.26
Id_1x5n4k7pea,0.06
Id_v51z5uizsu,0.71
Id_4xb2dnoybh,0.01
Id_k8jcw9fcrw,0.16
Id_lgoaurirll,0.2
Id_hsv0h16xsi,0.09
Id_cpydcw4urr,0.37
Id_ljkph8r3gs,0.38
Id_ayaoxoti47,0.08
Id_2oqsl3jr3l,0.08
Id_07f4hjtzqb,0.04
Id_bol12ewzw8,0.01
Id_spv45ccoqv,0.67
Id_w5kh5n1zd5,0.37
Id_rbl7rezejs,0.06
Id_7vmwomlwz5,0.14
Id_u82er4wh2o,0.86
Id_qxyqve9g6f,0.14
Id_mb86v21jrh,0.18
Id_366gae5k7r,0.57
Id_a9r9qojhjz,0.11
Id_k16m7ylb86,0.07
Id_qv1297uhjq,0.24
Id_rpc1pm6a5i,0.65
Id_oa88m3grg4,0.98
Id_itmfnm8fuw,0.38
Id_gapcw5dfi4,0.97
Id_pj1dso1zua,0.4
Id_pbmgd8yd5r,0.19
Id_74f1vxct9g,0.08
Id_k3fowpwonc,0.49
Id_hq5bbokzcf,0.03
Id_8n3v5qipqc,0.02
Id_fyp4bo5245,0.05
Id_0qtcbyfc6p,0.05
Id_ldgvqs5ypq,0.35
Id_36r4htuehx,0.22
Id_nb6gr6ufir,0.21
Id_omr4m00nsx,0.07
Id_1u7aeplg8x,0.08
Id_1o4gd8k0cf,0.32
Id_g68ny83i04,0.42
Id_evchj9rwgu,0.04
