Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,,,,
Id_l2m4t2nkpo,2/14/2023,4,wage employed,273,Rural,Gauteng,1,0,0,1,,40 - 49 %,50 - 59 %,,,0,1,2000,1,0,,,,
Id_p0mzggtf8f,8/18/2021,1,unemployed,974,Urban,KwaZulu-Natal,1,,,5,,40 - 49 %,50 - 59 %,,,1,1,1999,6,0,,,,
Id_m8p8fryb2z,3/17/2023,4,unemployed,1009,Rural,Limpopo,0,0,0,1,,,,,,1,1,1996,3,0,,,,
Id_0j9fh0d1jg,3/20/2023,4,unemployed,1890,Rural,Limpopo,,,,,,,,,,1,1,1994,5,0,,,,
Id_span0zo82s,2/25/2022,2,wage employed,365,Urban,Gauteng,1,0,0,4,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,1994,3,1,,,,
Id_wxgvcd5k8r,3/18/2022,2,unemployed,0,Suburb,Eastern Cape,1,0,0,1,30 - 39 %,,50 - 59 %,,,0,1,2000,1,1,,,,
Id_nz21tfi905,2/13/2023,4,unemployed,281,Suburb,Northern Cape,,,,,,,,,,1,1,1997,2,0,,,,
Id_slv6oob5n6,3/14/2022,2,unemployed,828,Suburb,Mpumalanga,0,0,0,1,,,,,,1,1,2000,1,0,,,,
Id_gsilqzgpwz,2/8/2023,4,studying,,Urban,Limpopo,,,,,,,,,,0,1,1996,9,0,,,,
Id_m7m162sqkw,8/17/2021,1,wage employed,0,Urban,Free State,1,,,4,50 - 59 %,,50 - 59 %,,40 - 49 %,0,1,1992,10,0,,,,
Id_b08k8p9rqu,3/20/2023,4,wage employed,61,Urban,Western Cape,0,0,0,2,,,,,,1,1,1999,6,1,,,,
Id_imrl487iyu,8/11/2021,1,wage employed,0,Urban,Gauteng,0,,,2,,,,,,1,1,1986,10,0,,,,
Id_mdqtl3vdve,2/10/2023,4,unemployed,730,Urban,Free State,1,,,2,,,50 - 59 %,,,0,1,2000,1,1,,,,
Id_xg0l2q8z58,8/12/2022,3,studying,,Urban,Gauteng,1,,,5,,,,,,1,1,2001,10,0,,,,
Id_oentzh28on,3/6/2023,4,studying,,Rural,Eastern Cape,1,0,0,1,60 - 69 %,,60 - 69 %,,40 - 49 %,0,1,2001,4,0,,,,
Id_o3nd90871r,2/25/2022,2,wage employed,196,Urban,Free State,1,0,0,4,,60 - 69 %,50 - 59 %,,,1,1,1992,9,0,,,,
Id_du1ur01kqv,3/14/2023,4,unemployed,1127,Urban,Eastern Cape,,,,,,,,,,1,1,1989,11,1,,,,
Id_8cl4tp6kzu,2/16/2023,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,8,1,,,,
Id_y997h5mfq9,8/8/2022,3,unemployed,66,Suburb,Gauteng,0,0,0,,,,,,,1,1,1993,4,0,,,,
Id_os6gvn8cxv,2/24/2023,4,studying,,Urban,Gauteng,1,0,0,3,30 - 39 %,,60 - 69 %,,,0,1,2000,11,0,,,,
Id_y6jxxp2xw2,2/10/2023,4,wage employed,730,Urban,KwaZulu-Natal,1,,,,0 - 29 %,,60 - 69 %,,,0,1,2000,1,1,,,,
Id_9nlqytufam,3/11/2022,2,studying,,Urban,Gauteng,1,0,0,4,,30 - 39 %,40 - 49 %,,,1,1,2000,1,0,,,,
Id_tg1zeet3pl,3/2/2023,4,studying,,Urban,Eastern Cape,1,,,3,50 - 59 %,,50 - 59 %,,60 - 69 %,1,1,2000,1,1,,,,
Id_8o7nt2544q,8/18/2021,1,studying,,Rural,North West,1,,,3,,,,,,0,1,2000,1,0,,,,
Id_ytyrfab5z7,3/1/2022,2,unemployed,593,Urban,Western Cape,1,,1,2,,,,,,0,1,1995,5,0,,,,
Id_uhiox0jm99,3/17/2022,2,unemployed,1176,Suburb,Limpopo,1,,,1,,50 - 59 %,60 - 69 %,,,0,1,2000,1,0,,,,
Id_ioczu2z0yo,3/23/2023,4,studying,,Urban,Gauteng,1,0,0,,30 - 39 %,,60 - 69 %,,50 - 59 %,1,1,2000,4,0,,,,
Id_2x5345k6d5,2/24/2022,2,unemployed,339,Suburb,Eastern Cape,0,,,,,,,,,1,1,1994,5,0,,,,
Id_rv5old1lw3,2/20/2023,4,unemployed,36,Urban,Mpumalanga,1,0,0,5,40 - 49 %,,,50 - 59 %,,0,1,2003,1,0,,,,
Id_ux800ms4mu,3/7/2022,2,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,1,0,,,,
Id_kwc72kzbl5,3/7/2022,2,unemployed,192,Urban,Gauteng,1,0,0,5,,40 - 49 %,,50 - 59 %,,0,1,2000,1,1,,,,
Id_02bh4t21tf,8/8/2022,3,unemployed,248,Urban,Mpumalanga,1,0,0,2,60 - 69 %,,50 - 59 %,,50 - 59 %,0,1,1997,10,0,,,,
Id_9ugu0dvb8c,3/3/2023,4,studying,,Urban,Free State,,,,,,,,,,0,1,2000,1,0,,,,
Id_cpbr0geefs,8/11/2022,3,studying,,Urban,Gauteng,1,0,0,,30 - 39 %,,,50 - 59 %,,0,1,2003,8,0,,,,
Id_hpwytdr9ri,3/1/2023,4,unemployed,1247,Rural,Limpopo,0,0,0,1,,,,,,1,1,2000,1,0,,,,
Id_cpmxadltej,2/13/2023,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,1996,3,0,,,,
Id_8g3fz1vgok,3/17/2023,4,wage employed,30,Urban,Free State,1,0,0,3,,40 - 49 %,50 - 59 %,,,1,1,2002,11,0,,,,
Id_ed0akksn7y,8/4/2022,3,wage employed,,Urban,Gauteng,1,0,0,3,,30 - 39 %,40 - 49 %,,,0,1,2000,4,0,,,,
Id_jb4pmpnkup,3/4/2022,2,self employed,220,Urban,KwaZulu-Natal,1,,,3,,0 - 29 %,50 - 59 %,,,1,1,2000,1,1,,,,
Id_fmvc4o7h6h,3/1/2023,4,unemployed,64,Rural,KwaZulu-Natal,1,0,0,1,,30 - 39 %,30 - 39 %,,,0,1,2001,3,0,,,,
Id_54xa1mc4c3,3/10/2022,2,wage employed,149,Urban,Northern Cape,1,,,1,,30 - 39 %,60 - 69 %,,,1,1,2000,1,0,,,,
Id_sfpm3f4y4m,2/10/2023,4,studying,,Urban,Gauteng,1,0,0,,30 - 39 %,,,70 - 79 %,,1,1,2000,1,0,,,,
Id_87qtey7w9s,3/7/2022,2,wage employed,120,Rural,KwaZulu-Natal,1,,,4,0 - 29 %,,60 - 69 %,,,0,1,1997,4,0,,,,
Id_g64eq59hz7,2/14/2023,4,unemployed,67,Urban,Limpopo,1,0,0,3,,30 - 39 %,40 - 49 %,,,0,1,1999,11,0,,,,
Id_8j8nr07g99,3/18/2022,2,studying,,Urban,Mpumalanga,1,0,0,3,50 - 59 %,,60 - 69 %,,40 - 49 %,0,1,2000,1,1,,,,
Id_a5vor8sxnj,8/2/2022,3,employment programme,,Urban,KwaZulu-Natal,1,0,0,1,,40 - 49 %,40 - 49 %,,0 - 29 %,1,1,1995,6,0,,,,
Id_f6u8sivl4x,3/15/2023,4,studying,,Urban,Limpopo,1,0,0,,30 - 39 %,,60 - 69 %,,30 - 39 %,1,1,2000,7,0,,,,
Id_klk5e034bg,8/4/2022,3,wage employed,,Urban,Gauteng,1,0,0,3,,40 - 49 %,40 - 49 %,,,1,1,1993,3,0,,,,
Id_9ymbrjd7yv,3/2/2022,2,studying,,Urban,Gauteng,1,0,0,3,,,,,,0,1,2002,12,0,,,,
Id_v7imqdu1a0,2/28/2022,2,unemployed,1524,Urban,KwaZulu-Natal,1,,,1,,,,,,0,1,1993,11,0,,,,
Id_1vpzdseya7,3/13/2023,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,1995,5,1,,,,
Id_fzyfniagnj,2/25/2022,2,wage employed,3165,Suburb,Free State,1,,1,1,,40 - 49 %,40 - 49 %,,,1,1,1990,9,0,,,,
Id_lesx0bkcgl,2/13/2023,4,unemployed,36,Urban,Gauteng,1,0,1,1,,60 - 69 %,70 - 79 %,,,0,1,2000,1,0,,,,
Id_o7ojzf8kcu,9/3/2022,3,unemployed,1193,Urban,Western Cape,0,,1,5,,,,,,0,1,1994,4,0,,,,
Id_hiepq1djfa,8/2/2022,3,other,,Suburb,Eastern Cape,1,0,0,3,,40 - 49 %,60 - 69 %,,,1,1,2003,4,1,,,,
Id_8en7brkkzi,3/14/2023,4,studying,,Urban,Limpopo,1,0,0,3,,30 - 39 %,50 - 59 %,,,1,1,2000,8,0,,,,
Id_2evca1q7rz,3/2/2022,2,unemployed,54,Suburb,Gauteng,,,,,,,,,,0,1,1999,11,0,,,,
Id_ebg3otm6is,8/15/2022,3,studying,,Urban,Free State,1,0,0,,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,1998,7,0,,,,
Id_p48tmrtufp,2/16/2023,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,1999,11,0,,,,
Id_xkm8wetom9,3/16/2022,2,unemployed,1160,Rural,Limpopo,1,,,1,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0,,,,
Id_hpzj6qszld,2/14/2023,4,studying,,Suburb,Mpumalanga,0,,,,,,,,,0,1,2002,8,0,,,,
Id_nelyndpx1o,3/22/2023,4,studying,,Urban,Limpopo,1,0,0,1,30 - 39 %,,70 - 79 %,,40 - 49 %,1,1,2004,2,0,,,,
Id_kgg71hspst,2/16/2023,4,unemployed,1163,Urban,KwaZulu-Natal,1,,,,,30 - 39 %,40 - 49 %,,,0,1,2000,1,0,,,,
Id_bvbqhxwkz7,2/20/2023,4,unemployed,1497,Urban,Free State,1,0,0,1,,40 - 49 %,50 - 59 %,,,0,1,1997,4,0,,,,
Id_kquffoz1v9,8/2/2022,3,wage employed,,Urban,North West,,,,,,,,,,1,1,1988,7,0,,,,
Id_4sudgrh3bb,8/12/2022,3,unemployed,1313,Urban,Eastern Cape,1,,,,40 - 49 %,,40 - 49 %,,30 - 39 %,0,1,1995,9,0,,,,
Id_8jac2rg92m,9/3/2022,3,other,,Urban,Eastern Cape,1,,,3,,40 - 49 %,50 - 59 %,,,1,1,1999,12,1,,,,
Id_a759mujfwe,2/13/2023,4,studying,,Urban,Free State,1,1,0,1,80 - 100 %,,60 - 69 %,,80 - 100 %,0,1,2000,1,0,,,,
Id_ic9nhiy918,8/1/2022,3,unemployed,614,Urban,Free State,,,,,,,,,,0,1,1999,1,0,,,,
Id_7b65639eg4,8/10/2022,3,unemployed,828,Suburb,Gauteng,1,0,0,3,,30 - 39 %,60 - 69 %,,,1,1,1986,11,0,,,,
Id_plvfd3ejqk,3/2/2022,2,wage employed,75,Urban,Free State,1,,,4,,50 - 59 %,50 - 59 %,,,0,1,2002,7,0,,,,
Id_4zwewy8i7s,2/21/2023,4,unemployed,5,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1993,11,0,,,,
Id_sxegilvrhi,2/13/2023,4,unemployed,311,Urban,KwaZulu-Natal,1,,,,0 - 29 %,,40 - 49 %,,30 - 39 %,0,1,2000,1,0,,,,
Id_2sdunljhqo,2/25/2022,2,studying,,Urban,Gauteng,,,,,,,,,,0,1,2003,1,0,,,,
Id_v7ro6ibymz,3/8/2022,2,unemployed,2801,Urban,KwaZulu-Natal,1,,,3,50 - 59 %,,60 - 69 %,,0 - 29 %,0,1,1986,4,1,,,,
Id_2q9ljt9ubm,3/9/2022,2,unemployed,1168,Suburb,Gauteng,1,0,0,1,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,1999,12,0,,,,
Id_cztc0vrkma,2/9/2023,4,unemployed,432,Urban,Limpopo,1,0,0,2,,30 - 39 %,60 - 69 %,,,1,1,1995,12,0,,,,
Id_3y0kfdsjzv,3/16/2023,4,unemployed,64,Urban,Mpumalanga,0,0,0,1,,,,,,1,1,1998,9,0,,,,
Id_dmsras036v,3/22/2023,4,unemployed,795,Suburb,Limpopo,0,0,0,3,,,,,,1,1,1991,5,0,,,,
Id_t1va2k91dz,8/1/2022,3,wage employed,,Rural,Mpumalanga,1,0,0,4,,30 - 39 %,50 - 59 %,,,1,1,1997,8,0,,,,
Id_fjjvmufhrh,3/1/2022,2,unemployed,1066,Rural,KwaZulu-Natal,1,0,0,0,0 - 29 %,,,40 - 49 %,30 - 39 %,0,1,1992,8,1,,,,
Id_rrozp4a5v1,8/18/2021,1,wage employed,0,Urban,Gauteng,0,,,3,,,,,,0,1,1992,9,0,,,,
Id_fz5vs1laqb,2/8/2023,4,unemployed,36,Urban,Limpopo,1,1,0,2,0 - 29 %,,60 - 69 %,,,1,1,1999,4,0,,,,
Id_pgszt2mipn,3/15/2022,2,wage employed,760,Urban,Gauteng,1,0,0,3,30 - 39 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,0,,,,
Id_uipdhqs8dx,2/9/2023,4,unemployed,1407,Rural,North West,0,0,0,3,,,,,,0,1,1996,11,0,,,,
Id_c3co601i2a,2/22/2023,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2001,1,0,,,,
Id_3vj9xb99r0,7/29/2022,3,other,,Rural,Limpopo,,,,,,,,,,0,1,1991,2,1,,,,
Id_i9vx5jlw9y,8/12/2022,3,self employed,,Urban,KwaZulu-Natal,1,,,4,,,,,,0,1,2002,8,0,,,,
Id_t2qpwulagx,2/17/2023,4,wage employed,183,Urban,Mpumalanga,,,,,,,,,,0,1,2002,1,0,,,,
Id_ae0l1yyib4,2/9/2023,4,unemployed,61,Urban,Mpumalanga,1,0,0,2,,40 - 49 %,60 - 69 %,,,1,1,1997,7,1,,,,
Id_rycimwkdwn,2/15/2023,4,wage employed,1035,Urban,Mpumalanga,,,,,,,,,,0,1,1992,8,0,,,,
Id_26hq76e85r,2/22/2023,4,wage employed,608,Urban,North West,1,0,1,,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,1996,1,0,,,,
Id_svn8sgvuzw,2/7/2023,4,wage employed,396,Suburb,Gauteng,1,0,0,,,30 - 39 %,60 - 69 %,,,1,1,2000,1,0,,,,
Id_82oymvonzn,2/17/2023,4,wage employed,245,Urban,Free State,0,0,0,1,,,,,,0,1,1997,8,0,,,,
Id_8rq8szw02t,2/17/2023,4,studying,,Urban,Gauteng,1,0,0,,50 - 59 %,,40 - 49 %,,40 - 49 %,0,1,1996,6,1,,,,
Id_myja3jvcca,2/7/2023,4,wage employed,1558,Rural,North West,,,,,,,,,,0,1,1996,1,1,,,,
